Attractor #,Associated Cell Fate,Steady State Probability,ATM,p53,Mdm2,MdmX,Wip1,Cyc G, Pten ,p21,AKT,Cyc E,RB,E2f1,p14ARF,BCL-2,Bax,Caspase,
358,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,
359,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,
360,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,
361,,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,
362,,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,
363,,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,
364,,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,
365,,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,
366,,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,
367,,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,
368,,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,
369,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,
370,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,
371,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,
372,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,
373,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,
374,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,
375,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,
376,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,
377,,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,
378,,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,
379,,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,
380,,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,
381,,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,
382,,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,
383,,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,
384,,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,
385,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
386,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,
387,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,
388,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,
389,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,
390,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,
391,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,
392,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,
393,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,
394,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,
395,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,
396,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,
397,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,
398,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,
399,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,
400,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,
401,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,
402,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,
403,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,
404,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,
405,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,
406,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,
407,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,
408,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,
409,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,
410,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,
411,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,
412,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,
413,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,
414,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,
415,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,
416,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,
417,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,
418,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,
419,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,
420,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,
421,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,
422,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,
423,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,
424,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,
425,,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,
426,,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,
427,,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,
428,,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,
429,,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,
430,,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,
431,,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,
432,,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,
433,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,
434,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,
435,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,
436,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,
437,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,
438,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,
439,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,
440,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,
441,,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,
442,,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,
443,,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,
444,,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,
445,,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,
446,,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,
447,,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,
448,,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,
449,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,
450,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,
451,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,
452,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,
453,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,
454,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,
455,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,
456,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,
457,,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,
458,,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,
459,,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,
460,,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,
461,,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,
462,,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,
463,,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,
464,,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,
465,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,
466,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,
467,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,
468,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,
469,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,
470,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,
471,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,
472,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,
473,,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,
474,,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,
475,,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,
476,,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,
477,,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,
478,,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,
479,,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,
480,,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,
481,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
482,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,
483,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,
484,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,
485,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,
486,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,
487,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,
488,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,
489,,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,
490,,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,
491,,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,
492,,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,
493,,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,
494,,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,
495,,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,
496,,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,
497,,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,
498,,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,
499,,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,
500,,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,
501,,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,
502,,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,
503,,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,
504,,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,
505,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,
506,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,
507,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,
508,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,
509,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,
510,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,
511,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,
512,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,
513,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
514,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
515,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
516,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,
517,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
518,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,
519,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,
520,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,
521,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
522,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,
523,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,
524,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,
525,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,
526,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,
527,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,
528,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,
529,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
530,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,
531,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,
532,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,
533,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
534,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,
535,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,
536,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,
537,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,
538,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,
539,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,
540,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,
541,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,
542,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,
543,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,
544,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,
545,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,
546,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,
547,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,
548,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,
549,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,
550,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,
551,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,
552,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,
553,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,
554,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,
555,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,
556,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,
557,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,
558,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,
559,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,
560,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,
561,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,
562,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,
563,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,
564,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,
565,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,
566,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,
567,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,
568,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,
569,,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,
570,,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,
571,,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,
572,,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,
573,,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,
574,,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,
575,,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,
576,,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
577,Proliferation,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
578,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,
579,Proliferation,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,
580,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,
581,Proliferation,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
582,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,
583,Proliferation,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,
584,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,
585,Proliferation,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,
586,,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,
587,Proliferation,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,
588,,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,
589,Proliferation,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,
590,,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,
591,Proliferation,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,
592,,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,
593,Proliferation,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,
594,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,
595,Proliferation,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,
596,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,
597,Proliferation,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,
598,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,
599,Proliferation,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,
600,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,
601,Proliferation,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,
602,,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,
603,Proliferation,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,
604,,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,
605,Proliferation,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,
606,,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,
607,Proliferation,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,
608,,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,
609,Proliferation,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,
610,,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,
611,Proliferation,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,
612,,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,
613,Proliferation,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,
614,,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,
615,Proliferation,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,
616,,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,
617,Proliferation,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,
618,,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,
619,Proliferation,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,
620,,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,
621,Proliferation,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,
622,,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,
623,Proliferation,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,
624,,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,
625,Proliferation,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,
626,,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,
627,Proliferation,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,
628,,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,
629,Proliferation,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,
630,,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,
631,Proliferation,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,
632,,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,
633,Proliferation,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,
634,,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,
635,Proliferation,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,
636,,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,
637,Proliferation,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,
638,,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,
639,Proliferation,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,
640,,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,
641,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
642,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,
643,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,
644,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,
645,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,
646,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,
647,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,
648,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,
649,,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,
650,,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,
651,,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,
652,,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,
653,,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,
654,,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,
655,,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,
656,,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,
657,,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,
658,,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,
659,,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,
660,,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,
661,,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,
662,,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,
663,,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,
664,,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,
665,,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,
666,,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,
667,,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,
668,,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,
669,,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,
670,,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,
671,,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,
672,,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,
673,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,
674,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,
675,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,
676,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,
677,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,
678,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,
679,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,
680,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,
681,,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,
682,,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,
683,,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,
684,,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,
685,,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,
686,,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,
687,,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,
688,,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,
689,,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,
690,,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,
691,,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,
692,,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,
693,,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,
694,,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,
695,,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,
696,,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,
697,,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,
698,,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,
699,,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,
700,,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,
701,,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,
702,,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,
703,,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,
704,,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,
705,Proliferation,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,
706,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,
707,Proliferation,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,
708,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,
709,Proliferation,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,
710,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,
711,Proliferation,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,
712,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,
713,Proliferation,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,
714,,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,
715,Proliferation,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,
716,,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,
717,Proliferation,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,
